"Plot Title: CON-3"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10162813, SEN S/N: 10162813, LBL: ground temperature)","Host Connected (LGR S/N: 10162813)","Coupler Attached (LGR S/N: 10162813)","Stopped (LGR S/N: 10162813)","End Of File (LGR S/N: 10162813)"
437,06/17/23 02:00:00  AM,6.775,,,,
438,06/17/23 02:30:00  AM,7.079,,,,
439,06/17/23 03:00:00  AM,7.280,,,,
440,06/17/23 03:30:00  AM,7.280,,,,
441,06/17/23 04:00:00  AM,7.782,,,,
442,06/17/23 04:30:00  AM,7.983,,,,
443,06/17/23 05:00:00  AM,7.179,,,,
444,06/17/23 05:30:00  AM,7.079,,,,
445,06/17/23 06:00:00  AM,7.582,,,,
446,06/17/23 06:30:00  AM,7.983,,,,
447,06/17/23 07:00:00  AM,7.481,,,,
448,06/17/23 07:30:00  AM,10.259,,,,
449,06/17/23 08:00:00  AM,11.041,,,,
450,06/17/23 08:30:00  AM,11.722,,,,
451,06/17/23 09:00:00  AM,17.189,,,,
452,06/17/23 09:30:00  AM,29.053,,,,
453,06/17/23 10:00:00  AM,33.743,,,,
454,06/17/23 10:30:00  AM,28.060,,,,
455,06/17/23 11:00:00  AM,25.125,,,,
456,06/17/23 11:30:00  AM,23.004,,,,
457,06/17/23 12:00:00  PM,16.141,,,,
458,06/17/23 12:30:00  PM,16.713,,,,
459,06/17/23 01:00:00  PM,31.778,,,,
460,06/17/23 01:30:00  PM,19.662,,,,
461,06/17/23 02:00:00  PM,16.332,,,,
462,06/17/23 02:30:00  PM,16.237,,,,
463,06/17/23 03:00:00  PM,17.570,,,,
464,06/17/23 03:30:00  PM,17.570,,,,
465,06/17/23 04:00:00  PM,18.331,,,,
466,06/17/23 04:30:00  PM,16.427,,,,
467,06/17/23 05:00:00  PM,15.378,,,,
468,06/17/23 05:30:00  PM,14.325,,,,
469,06/17/23 06:00:00  PM,13.750,,,,
470,06/17/23 06:30:00  PM,13.173,,,,
471,06/17/23 07:00:00  PM,12.207,,,,
472,06/17/23 07:30:00  PM,11.236,,,,
473,06/17/23 08:00:00  PM,10.357,,,,
474,06/17/23 08:30:00  PM,9.472,,,,
475,06/17/23 09:00:00  PM,8.978,,,,
476,06/17/23 09:30:00  PM,8.581,,,,
477,06/17/23 10:00:00  PM,8.182,,,,
478,06/17/23 10:30:00  PM,7.079,,,,
479,06/17/23 11:00:00  PM,6.471,,,,
480,06/17/23 11:30:00  PM,6.166,,,,
481,06/18/23 12:00:00  AM,5.962,,,,
482,06/18/23 12:30:00  AM,5.860,,,,
483,06/18/23 01:00:00  AM,5.757,,,,
484,06/18/23 01:30:00  AM,5.244,,,,
485,06/18/23 02:00:00  AM,5.037,,,,
486,06/18/23 02:30:00  AM,4.727,,,,
487,06/18/23 03:00:00  AM,4.311,,,,
488,06/18/23 03:30:00  AM,3.998,,,,
489,06/18/23 04:00:00  AM,4.727,,,,
490,06/18/23 04:30:00  AM,4.727,,,,
491,06/18/23 05:00:00  AM,4.102,,,,
492,06/18/23 05:30:00  AM,4.207,,,,
493,06/18/23 06:00:00  AM,4.415,,,,
494,06/18/23 06:30:00  AM,4.415,,,,
495,06/18/23 07:00:00  AM,5.244,,,,
496,06/18/23 07:30:00  AM,6.674,,,,
497,06/18/23 08:00:00  AM,8.879,,,,
498,06/18/23 08:30:00  AM,11.625,,,,
499,06/18/23 09:00:00  AM,10.748,,,,
500,06/18/23 09:30:00  AM,17.855,,,,
501,06/18/23 10:00:00  AM,21.855,,,,
502,06/18/23 10:30:00  AM,18.236,,,,
503,06/18/23 11:00:00  AM,14.134,,,,
504,06/18/23 11:30:00  AM,16.808,,,,
505,06/18/23 12:00:00  PM,13.365,,,,
506,06/18/23 12:30:00  PM,9.176,,,,
507,06/18/23 01:00:00  PM,9.768,,,,
508,06/18/23 01:30:00  PM,10.161,,,,
509,06/18/23 02:00:00  PM,8.978,,,,
510,06/18/23 02:30:00  PM,8.779,,,,
511,06/18/23 03:00:00  PM,6.674,,,,
512,06/18/23 03:30:00  PM,9.768,,,,
513,06/18/23 04:00:00  PM,8.978,,,,
514,06/18/23 04:30:00  PM,8.382,,,,
515,06/18/23 05:00:00  PM,9.176,,,,
516,06/18/23 05:30:00  PM,8.779,,,,
517,06/18/23 06:00:00  PM,8.680,,,,
518,06/18/23 06:30:00  PM,7.983,,,,
519,06/18/23 07:00:00  PM,7.179,,,,
520,06/18/23 07:30:00  PM,6.978,,,,
521,06/18/23 08:00:00  PM,6.877,,,,
522,06/18/23 08:30:00  PM,6.268,,,,
523,06/18/23 09:00:00  PM,5.552,,,,
524,06/18/23 09:30:00  PM,4.934,,,,
